#query	EC
TARA_ARC_108_MAG_00139_000000000001_1	3.5.1.9
TARA_ARC_108_MAG_00139_000000000426_16	-
TARA_ARC_108_MAG_00139_000000000427_1	3.6.4.13
TARA_ARC_108_MAG_00139_000000000427_2	-
TARA_ARC_108_MAG_00139_000000000427_3	-
TARA_ARC_108_MAG_00139_000000000427_4	-
TARA_ARC_108_MAG_00139_000000000427_5	-
TARA_ARC_108_MAG_00139_000000000427_6	-
TARA_ARC_108_MAG_00139_000000000428_1	6.1.1.4
TARA_ARC_108_MAG_00139_000000000428_2	-
TARA_ARC_108_MAG_00139_000000000428_3	2.7.7.7
TARA_ARC_108_MAG_00139_000000000429_1	1.17.1.4
TARA_ARC_108_MAG_00139_000000000429_2	-
TARA_ARC_108_MAG_00139_000000000429_3	3.6.3.17
TARA_ARC_108_MAG_00139_000000000430_1	-
TARA_ARC_108_MAG_00139_000000000430_2	-
TARA_ARC_108_MAG_00139_000000000431_1	-
TARA_ARC_108_MAG_00139_000000000431_2	-
TARA_ARC_108_MAG_00139_000000000431_3	-
TARA_ARC_108_MAG_00139_000000000431_4	-
TARA_ARC_108_MAG_00139_000000000431_5	-
TARA_ARC_108_MAG_00139_000000000431_6	-
TARA_ARC_108_MAG_00139_000000000432_2	2.7.7.75
TARA_ARC_108_MAG_00139_000000000432_3	-
TARA_ARC_108_MAG_00139_000000000432_4	3.2.2.27
TARA_ARC_108_MAG_00139_000000000432_5	2.1.3.2
TARA_ARC_108_MAG_00139_000000000432_6	-
TARA_ARC_108_MAG_00139_000000000432_7	-
TARA_ARC_108_MAG_00139_000000000432_8	-
TARA_ARC_108_MAG_00139_000000000432_9	-
TARA_ARC_108_MAG_00139_000000000432_11	3.5.2.3
TARA_ARC_108_MAG_00139_000000000432_12	2.3.1.15
TARA_ARC_108_MAG_00139_000000000433_2	-
TARA_ARC_108_MAG_00139_000000000433_3	-
TARA_ARC_108_MAG_00139_000000000433_5	-
TARA_ARC_108_MAG_00139_000000000434_1	-
TARA_ARC_108_MAG_00139_000000000434_2	-
TARA_ARC_108_MAG_00139_000000000434_3	-
TARA_ARC_108_MAG_00139_000000000434_4	4.2.1.51
TARA_ARC_108_MAG_00139_000000000434_5	-
TARA_ARC_108_MAG_00139_000000000434_6	3.6.1.22
TARA_ARC_108_MAG_00139_000000000435_1	3.1.6.6
TARA_ARC_108_MAG_00139_000000000435_2	-
TARA_ARC_108_MAG_00139_000000000435_3	1.2.1.8
TARA_ARC_108_MAG_00139_000000000436_1	-
TARA_ARC_108_MAG_00139_000000000436_2	1.4.5.1
TARA_ARC_108_MAG_00139_000000000436_3	-
TARA_ARC_108_MAG_00139_000000000436_4	-
TARA_ARC_108_MAG_00139_000000000436_5	-
TARA_ARC_108_MAG_00139_000000000437_1	-
TARA_ARC_108_MAG_00139_000000000437_2	-
TARA_ARC_108_MAG_00139_000000000437_3	-
TARA_ARC_108_MAG_00139_000000000437_4	-
TARA_ARC_108_MAG_00139_000000000438_1	2.2.1.6,4.1.1.75
TARA_ARC_108_MAG_00139_000000000438_2	-
TARA_ARC_108_MAG_00139_000000000438_3	6.1.1.14
TARA_ARC_108_MAG_00139_000000000438_4	-
TARA_ARC_108_MAG_00139_000000000439_1	2.4.1.129
TARA_ARC_108_MAG_00139_000000000439_2	-
TARA_ARC_108_MAG_00139_000000000439_3	-
TARA_ARC_108_MAG_00139_000000000439_5	-
TARA_ARC_108_MAG_00139_000000000439_7	-
TARA_ARC_108_MAG_00139_000000000440_1	-
TARA_ARC_108_MAG_00139_000000000440_2	4.6.1.1
TARA_ARC_108_MAG_00139_000000000440_3	-
TARA_ARC_108_MAG_00139_000000000441_3	-
TARA_ARC_108_MAG_00139_000000000441_4	3.5.1.49
TARA_ARC_108_MAG_00139_000000000441_5	-
TARA_ARC_108_MAG_00139_000000000441_6	-
TARA_ARC_108_MAG_00139_000000000441_7	-
TARA_ARC_108_MAG_00139_000000000441_8	-
TARA_ARC_108_MAG_00139_000000000442_1	3.2.2.21
TARA_ARC_108_MAG_00139_000000000442_2	-
TARA_ARC_108_MAG_00139_000000000442_3	-
TARA_ARC_108_MAG_00139_000000000442_4	2.5.1.32,2.5.1.99
TARA_ARC_108_MAG_00139_000000000443_1	-
TARA_ARC_108_MAG_00139_000000000443_2	2.3.1.9
TARA_ARC_108_MAG_00139_000000000443_3	-
TARA_ARC_108_MAG_00139_000000000443_5	-
TARA_ARC_108_MAG_00139_000000000444_2	-
TARA_ARC_108_MAG_00139_000000000444_3	-
TARA_ARC_108_MAG_00139_000000000444_4	-
TARA_ARC_108_MAG_00139_000000000444_5	-
TARA_ARC_108_MAG_00139_000000000444_6	2.7.4.1
TARA_ARC_108_MAG_00139_000000000445_2	-
TARA_ARC_108_MAG_00139_000000000445_3	1.8.5.6
TARA_ARC_108_MAG_00139_000000000445_4	2.3.1.8
TARA_ARC_108_MAG_00139_000000000446_1	3.5.1.28
TARA_ARC_108_MAG_00139_000000000446_2	-
TARA_ARC_108_MAG_00139_000000000446_3	-
TARA_ARC_108_MAG_00139_000000000446_4	-
TARA_ARC_108_MAG_00139_000000000447_2	-
TARA_ARC_108_MAG_00139_000000000447_3	-
TARA_ARC_108_MAG_00139_000000000447_4	-
TARA_ARC_108_MAG_00139_000000000447_5	3.5.4.25,4.1.99.12
TARA_ARC_108_MAG_00139_000000000447_6	-
TARA_ARC_108_MAG_00139_000000000447_7	3.1.11.2
TARA_ARC_108_MAG_00139_000000000447_8	-
TARA_ARC_108_MAG_00139_000000000448_3	3.1.3.3
TARA_ARC_108_MAG_00139_000000000448_4	-
TARA_ARC_108_MAG_00139_000000000448_5	-
TARA_ARC_108_MAG_00139_000000000448_6	2.1.1.192
TARA_ARC_108_MAG_00139_000000000448_8	-
TARA_ARC_108_MAG_00139_000000000448_9	3.2.2.10
TARA_ARC_108_MAG_00139_000000000448_10	2.3.1.117
TARA_ARC_108_MAG_00139_000000000448_11	-
TARA_ARC_108_MAG_00139_000000000448_12	-
TARA_ARC_108_MAG_00139_000000000448_13	-
TARA_ARC_108_MAG_00139_000000000448_14	-
TARA_ARC_108_MAG_00139_000000000448_15	3.5.1.18
TARA_ARC_108_MAG_00139_000000000449_1	1.5.1.7
TARA_ARC_108_MAG_00139_000000000449_2	4.1.1.96
TARA_ARC_108_MAG_00139_000000000449_3	4.1.1.17
TARA_ARC_108_MAG_00139_000000000450_1	-
TARA_ARC_108_MAG_00139_000000000450_2	-
TARA_ARC_108_MAG_00139_000000000450_3	-
TARA_ARC_108_MAG_00139_000000000450_4	-
TARA_ARC_108_MAG_00139_000000000450_5	-
TARA_ARC_108_MAG_00139_000000000450_6	-
TARA_ARC_108_MAG_00139_000000000450_7	-
TARA_ARC_108_MAG_00139_000000000450_8	3.1.13.5
TARA_ARC_108_MAG_00139_000000000450_9	-
TARA_ARC_108_MAG_00139_000000000450_10	3.5.1.125
TARA_ARC_108_MAG_00139_000000000450_11	3.4.13.9,3.5.4.44
TARA_ARC_108_MAG_00139_000000000451_1	-
TARA_ARC_108_MAG_00139_000000000451_2	2.7.4.1
TARA_ARC_108_MAG_00139_000000000451_3	-
TARA_ARC_108_MAG_00139_000000000451_4	-
TARA_ARC_108_MAG_00139_000000000451_5	-
TARA_ARC_108_MAG_00139_000000000451_6	-
TARA_ARC_108_MAG_00139_000000000451_7	-
TARA_ARC_108_MAG_00139_000000000451_8	-
TARA_ARC_108_MAG_00139_000000000451_9	-
TARA_ARC_108_MAG_00139_000000000451_10	1.3.3.3
TARA_ARC_108_MAG_00139_000000000451_11	1.1.1.159
TARA_ARC_108_MAG_00139_000000000451_12	2.1.1.172
TARA_ARC_108_MAG_00139_000000000451_13	-
TARA_ARC_108_MAG_00139_000000000451_14	-
TARA_ARC_108_MAG_00139_000000000451_15	-
TARA_ARC_108_MAG_00139_000000000452_1	-
TARA_ARC_108_MAG_00139_000000000452_2	1.8.1.4
TARA_ARC_108_MAG_00139_000000000452_3	-
TARA_ARC_108_MAG_00139_000000000452_5	2.3.1.61
TARA_ARC_108_MAG_00139_000000000453_1	-
TARA_ARC_108_MAG_00139_000000000453_2	-
TARA_ARC_108_MAG_00139_000000000453_3	3.1.3.15,3.1.3.25,3.1.3.93
TARA_ARC_108_MAG_00139_000000000453_4	-
TARA_ARC_108_MAG_00139_000000000453_5	-
TARA_ARC_108_MAG_00139_000000000454_1	5.4.99.63
TARA_ARC_108_MAG_00139_000000000454_2	-
TARA_ARC_108_MAG_00139_000000000454_3	2.3.1.15
TARA_ARC_108_MAG_00139_000000000454_4	1.1.1.1,1.3.1.85
TARA_ARC_108_MAG_00139_000000000454_5	-
TARA_ARC_108_MAG_00139_000000000454_6	2.3.1.184
TARA_ARC_108_MAG_00139_000000000454_7	3.1.11.5
TARA_ARC_108_MAG_00139_000000000454_8	-
TARA_ARC_108_MAG_00139_000000000454_9	-
TARA_ARC_108_MAG_00139_000000000454_10	-
TARA_ARC_108_MAG_00139_000000000454_11	-
TARA_ARC_108_MAG_00139_000000000454_12	-
TARA_ARC_108_MAG_00139_000000000454_13	3.6.3.17
TARA_ARC_108_MAG_00139_000000000454_14	-
TARA_ARC_108_MAG_00139_000000000455_1	-
TARA_ARC_108_MAG_00139_000000000455_2	-
TARA_ARC_108_MAG_00139_000000000455_3	-
TARA_ARC_108_MAG_00139_000000000455_4	-
TARA_ARC_108_MAG_00139_000000000455_5	-
TARA_ARC_108_MAG_00139_000000000455_6	-
TARA_ARC_108_MAG_00139_000000000455_7	-
TARA_ARC_108_MAG_00139_000000000456_1	3.5.1.68
TARA_ARC_108_MAG_00139_000000000456_2	2.7.7.7
TARA_ARC_108_MAG_00139_000000000456_3	3.6.1.55
TARA_ARC_108_MAG_00139_000000000456_4	4.1.1.23
TARA_ARC_108_MAG_00139_000000000457_1	-
TARA_ARC_108_MAG_00139_000000000457_2	-
TARA_ARC_108_MAG_00139_000000000457_3	-
TARA_ARC_108_MAG_00139_000000000457_4	-
TARA_ARC_108_MAG_00139_000000000457_5	-
TARA_ARC_108_MAG_00139_000000000457_6	-
TARA_ARC_108_MAG_00139_000000000458_1	1.2.4.1
TARA_ARC_108_MAG_00139_000000000458_2	-
TARA_ARC_108_MAG_00139_000000000458_3	-
TARA_ARC_108_MAG_00139_000000000459_1	-
TARA_ARC_108_MAG_00139_000000000459_2	-
TARA_ARC_108_MAG_00139_000000000459_3	-
TARA_ARC_108_MAG_00139_000000000459_4	1.3.8.7
TARA_ARC_108_MAG_00139_000000000460_1	3.6.3.32
TARA_ARC_108_MAG_00139_000000000460_3	-
TARA_ARC_108_MAG_00139_000000000460_4	1.5.3.1,1.5.99.5
TARA_ARC_108_MAG_00139_000000000461_1	-
TARA_ARC_108_MAG_00139_000000000461_2	-
TARA_ARC_108_MAG_00139_000000000461_3	-
TARA_ARC_108_MAG_00139_000000000462_1	3.7.1.20
TARA_ARC_108_MAG_00139_000000000462_2	-
TARA_ARC_108_MAG_00139_000000000462_3	-
TARA_ARC_108_MAG_00139_000000000462_4	-
TARA_ARC_108_MAG_00139_000000000462_5	3.4.11.19
TARA_ARC_108_MAG_00139_000000000463_1	-
TARA_ARC_108_MAG_00139_000000000463_2	2.7.7.6
TARA_ARC_108_MAG_00139_000000000464_1	-
TARA_ARC_108_MAG_00139_000000000464_2	-
TARA_ARC_108_MAG_00139_000000000464_3	-
TARA_ARC_108_MAG_00139_000000000464_4	1.18.1.2,1.19.1.1
TARA_ARC_108_MAG_00139_000000000464_5	-
TARA_ARC_108_MAG_00139_000000000464_6	3.5.2.18
TARA_ARC_108_MAG_00139_000000000465_1	4.3.2.1
TARA_ARC_108_MAG_00139_000000000465_2	-
TARA_ARC_108_MAG_00139_000000000465_3	-
TARA_ARC_108_MAG_00139_000000000465_4	-
TARA_ARC_108_MAG_00139_000000000465_5	-
TARA_ARC_108_MAG_00139_000000000466_1	-
TARA_ARC_108_MAG_00139_000000000466_2	-
TARA_ARC_108_MAG_00139_000000000466_3	-
TARA_ARC_108_MAG_00139_000000000467_1	6.6.1.2
TARA_ARC_108_MAG_00139_000000000467_2	1.14.13.83
TARA_ARC_108_MAG_00139_000000000467_3	5.4.99.60,5.4.99.61
TARA_ARC_108_MAG_00139_000000000467_4	2.1.1.130,2.1.1.151
TARA_ARC_108_MAG_00139_000000000467_5	2.1.1.131,3.7.1.12
TARA_ARC_108_MAG_00139_000000000467_6	1.3.1.106,1.3.1.54
TARA_ARC_108_MAG_00139_000000000467_7	2.1.1.132
TARA_ARC_108_MAG_00139_000000000467_8	3.7.1.12
TARA_ARC_108_MAG_00139_000000000467_9	2.1.1.133,2.1.1.271
TARA_ARC_108_MAG_00139_000000000467_10	6.3.5.11,6.3.5.9
TARA_ARC_108_MAG_00139_000000000467_11	1.3.1.76,2.1.1.107,4.99.1.4
TARA_ARC_108_MAG_00139_000000000468_1	2.2.1.6
TARA_ARC_108_MAG_00139_000000000468_2	2.2.1.6
TARA_ARC_108_MAG_00139_000000000468_3	-
TARA_ARC_108_MAG_00139_000000000468_4	-
TARA_ARC_108_MAG_00139_000000000468_5	-
TARA_ARC_108_MAG_00139_000000000468_6	-
TARA_ARC_108_MAG_00139_000000000468_7	4.2.1.3,4.2.1.99
TARA_ARC_108_MAG_00139_000000000468_8	-
TARA_ARC_108_MAG_00139_000000000468_9	-
TARA_ARC_108_MAG_00139_000000000469_1	1.2.1.12
TARA_ARC_108_MAG_00139_000000000469_2	-
TARA_ARC_108_MAG_00139_000000000469_3	-
TARA_ARC_108_MAG_00139_000000000470_2	-
TARA_ARC_108_MAG_00139_000000000470_3	-
TARA_ARC_108_MAG_00139_000000000470_4	-
TARA_ARC_108_MAG_00139_000000000470_5	-
TARA_ARC_108_MAG_00139_000000000470_6	-
TARA_ARC_108_MAG_00139_000000000470_7	-
TARA_ARC_108_MAG_00139_000000000470_9	-
TARA_ARC_108_MAG_00139_000000000471_1	-
TARA_ARC_108_MAG_00139_000000000471_2	2.7.9.3
TARA_ARC_108_MAG_00139_000000000471_3	-
TARA_ARC_108_MAG_00139_000000000471_4	-
TARA_ARC_108_MAG_00139_000000000471_5	-
TARA_ARC_108_MAG_00139_000000000471_6	-
TARA_ARC_108_MAG_00139_000000000471_7	-
TARA_ARC_108_MAG_00139_000000000472_1	-
TARA_ARC_108_MAG_00139_000000000472_2	2.5.1.54
TARA_ARC_108_MAG_00139_000000000472_3	-
TARA_ARC_108_MAG_00139_000000000472_4	-
TARA_ARC_108_MAG_00139_000000000472_5	2.7.4.8
TARA_ARC_108_MAG_00139_000000000472_6	-
TARA_ARC_108_MAG_00139_000000000472_7	2.7.13.3
TARA_ARC_108_MAG_00139_000000000472_8	-
TARA_ARC_108_MAG_00139_000000000472_9	-
TARA_ARC_108_MAG_00139_000000000473_1	2.3.3.9
TARA_ARC_108_MAG_00139_000000000473_2	3.4.11.2
TARA_ARC_108_MAG_00139_000000000474_1	3.6.4.13
TARA_ARC_108_MAG_00139_000000000474_2	1.1.1.343,1.1.1.44
TARA_ARC_108_MAG_00139_000000000474_3	1.1.1.169
TARA_ARC_108_MAG_00139_000000000475_1	-
TARA_ARC_108_MAG_00139_000000000475_2	2.1.1.170
TARA_ARC_108_MAG_00139_000000000475_3	-
TARA_ARC_108_MAG_00139_000000000475_4	-
TARA_ARC_108_MAG_00139_000000000475_5	-
TARA_ARC_108_MAG_00139_000000000476_1	-
TARA_ARC_108_MAG_00139_000000000476_2	6.1.1.5
TARA_ARC_108_MAG_00139_000000000476_3	2.1.1.63
TARA_ARC_108_MAG_00139_000000000476_4	2.7.8.24
TARA_ARC_108_MAG_00139_000000000476_5	-
TARA_ARC_108_MAG_00139_000000000477_2	2.2.1.7
TARA_ARC_108_MAG_00139_000000000477_3	-
TARA_ARC_108_MAG_00139_000000000477_4	-
TARA_ARC_108_MAG_00139_000000000477_6	-
TARA_ARC_108_MAG_00139_000000000477_7	-
TARA_ARC_108_MAG_00139_000000000477_8	-
TARA_ARC_108_MAG_00139_000000000477_9	-
TARA_ARC_108_MAG_00139_000000000477_10	5.1.3.2
TARA_ARC_108_MAG_00139_000000000477_11	-
TARA_ARC_108_MAG_00139_000000000477_12	-
TARA_ARC_108_MAG_00139_000000000477_13	4.2.1.149
TARA_ARC_108_MAG_00139_000000000477_14	6.2.1.1
TARA_ARC_108_MAG_00139_000000000478_1	2.7.13.3
TARA_ARC_108_MAG_00139_000000000478_2	-
TARA_ARC_108_MAG_00139_000000000478_3	-
TARA_ARC_108_MAG_00139_000000000478_4	-
TARA_ARC_108_MAG_00139_000000000478_5	-
TARA_ARC_108_MAG_00139_000000000478_6	-
TARA_ARC_108_MAG_00139_000000000479_1	-
TARA_ARC_108_MAG_00139_000000000479_2	-
TARA_ARC_108_MAG_00139_000000000479_3	2.7.6.2
TARA_ARC_108_MAG_00139_000000000479_4	-
TARA_ARC_108_MAG_00139_000000000480_1	-
TARA_ARC_108_MAG_00139_000000000480_2	-
TARA_ARC_108_MAG_00139_000000000480_3	-
TARA_ARC_108_MAG_00139_000000000480_4	-
TARA_ARC_108_MAG_00139_000000000480_5	-
TARA_ARC_108_MAG_00139_000000000480_7	-
TARA_ARC_108_MAG_00139_000000000480_8	1.6.5.5
TARA_ARC_108_MAG_00139_000000000480_9	-
TARA_ARC_108_MAG_00139_000000000480_10	-
TARA_ARC_108_MAG_00139_000000000480_11	-
TARA_ARC_108_MAG_00139_000000000481_1	-
TARA_ARC_108_MAG_00139_000000000481_2	-
TARA_ARC_108_MAG_00139_000000000482_1	-
TARA_ARC_108_MAG_00139_000000000482_2	-
TARA_ARC_108_MAG_00139_000000000482_3	-
TARA_ARC_108_MAG_00139_000000000482_4	-
TARA_ARC_108_MAG_00139_000000000482_5	-
TARA_ARC_108_MAG_00139_000000000482_6	1.16.3.1
TARA_ARC_108_MAG_00139_000000000483_1	-
TARA_ARC_108_MAG_00139_000000000483_2	-
TARA_ARC_108_MAG_00139_000000000483_4	-
TARA_ARC_108_MAG_00139_000000000483_5	-
TARA_ARC_108_MAG_00139_000000000483_6	-
TARA_ARC_108_MAG_00139_000000000483_7	-
TARA_ARC_108_MAG_00139_000000000483_8	1.1.1.94
TARA_ARC_108_MAG_00139_000000000483_9	2.3.1.234
TARA_ARC_108_MAG_00139_000000000483_10	4.2.1.75
TARA_ARC_108_MAG_00139_000000000483_11	-
TARA_ARC_108_MAG_00139_000000000483_12	-
TARA_ARC_108_MAG_00139_000000000483_13	3.6.3.54
TARA_ARC_108_MAG_00139_000000000483_14	-
TARA_ARC_108_MAG_00139_000000000484_1	-
TARA_ARC_108_MAG_00139_000000000484_2	-
TARA_ARC_108_MAG_00139_000000000484_3	-
TARA_ARC_108_MAG_00139_000000000484_4	-
TARA_ARC_108_MAG_00139_000000000484_5	-
TARA_ARC_108_MAG_00139_000000000484_7	-
TARA_ARC_108_MAG_00139_000000000484_9	5.4.99.22
TARA_ARC_108_MAG_00139_000000000484_10	3.5.4.1,3.5.4.3,3.5.4.33
TARA_ARC_108_MAG_00139_000000000485_1	-
TARA_ARC_108_MAG_00139_000000000485_2	-
TARA_ARC_108_MAG_00139_000000000485_3	-
TARA_ARC_108_MAG_00139_000000000486_1	-
TARA_ARC_108_MAG_00139_000000000486_2	-
TARA_ARC_108_MAG_00139_000000000486_3	-
TARA_ARC_108_MAG_00139_000000000486_4	3.4.11.9
TARA_ARC_108_MAG_00139_000000000487_1	-
TARA_ARC_108_MAG_00139_000000000487_2	-
TARA_ARC_108_MAG_00139_000000000487_3	2.8.3.22
TARA_ARC_108_MAG_00139_000000000487_4	-
TARA_ARC_108_MAG_00139_000000000487_5	-
TARA_ARC_108_MAG_00139_000000000488_1	-
TARA_ARC_108_MAG_00139_000000000488_2	-
TARA_ARC_108_MAG_00139_000000000488_3	-
TARA_ARC_108_MAG_00139_000000000488_4	-
TARA_ARC_108_MAG_00139_000000000489_1	-
TARA_ARC_108_MAG_00139_000000000489_2	-
TARA_ARC_108_MAG_00139_000000000489_3	-
TARA_ARC_108_MAG_00139_000000000489_4	1.20.4.1,3.1.3.48
TARA_ARC_108_MAG_00139_000000000489_5	-
TARA_ARC_108_MAG_00139_000000000489_6	1.1.1.23
TARA_ARC_108_MAG_00139_000000000490_1	2.1.1.152
TARA_ARC_108_MAG_00139_000000000490_2	-
TARA_ARC_108_MAG_00139_000000000490_3	-
TARA_ARC_108_MAG_00139_000000000490_4	-
TARA_ARC_108_MAG_00139_000000000490_5	-
TARA_ARC_108_MAG_00139_000000000491_2	-
TARA_ARC_108_MAG_00139_000000000491_3	-
TARA_ARC_108_MAG_00139_000000000491_4	1.1.1.31
TARA_ARC_108_MAG_00139_000000000491_5	-
TARA_ARC_108_MAG_00139_000000000491_6	3.4.23.43
TARA_ARC_108_MAG_00139_000000000491_7	-
TARA_ARC_108_MAG_00139_000000000492_1	4.1.99.3
TARA_ARC_108_MAG_00139_000000000492_2	-
TARA_ARC_108_MAG_00139_000000000492_3	-
TARA_ARC_108_MAG_00139_000000000492_4	-
TARA_ARC_108_MAG_00139_000000000493_1	-
TARA_ARC_108_MAG_00139_000000000493_2	-
TARA_ARC_108_MAG_00139_000000000493_3	-
TARA_ARC_108_MAG_00139_000000000493_4	-
TARA_ARC_108_MAG_00139_000000000493_5	-
TARA_ARC_108_MAG_00139_000000000494_1	3.6.3.17
TARA_ARC_108_MAG_00139_000000000494_2	-
TARA_ARC_108_MAG_00139_000000000494_3	-
TARA_ARC_108_MAG_00139_000000000494_5	-
TARA_ARC_108_MAG_00139_000000000494_6	3.1.26.12
TARA_ARC_108_MAG_00139_000000000494_7	-
TARA_ARC_108_MAG_00139_000000000494_8	-
TARA_ARC_108_MAG_00139_000000000494_9	-
TARA_ARC_108_MAG_00139_000000000495_2	-
TARA_ARC_108_MAG_00139_000000000495_3	-
TARA_ARC_108_MAG_00139_000000000495_5	2.7.3.9
TARA_ARC_108_MAG_00139_000000000495_6	2.7.2.4
TARA_ARC_108_MAG_00139_000000000495_7	-
TARA_ARC_108_MAG_00139_000000000495_8	-
TARA_ARC_108_MAG_00139_000000000495_9	-
TARA_ARC_108_MAG_00139_000000000495_10	-
TARA_ARC_108_MAG_00139_000000000496_1	-
TARA_ARC_108_MAG_00139_000000000496_2	2.4.2.22
TARA_ARC_108_MAG_00139_000000000496_3	-
TARA_ARC_108_MAG_00139_000000000496_4	1.3.1.10,1.3.1.9
TARA_ARC_108_MAG_00139_000000000496_5	1.4.3.5
TARA_ARC_108_MAG_00139_000000000496_6	-
TARA_ARC_108_MAG_00139_000000000496_7	-
TARA_ARC_108_MAG_00139_000000000497_2	-
TARA_ARC_108_MAG_00139_000000000497_3	2.7.7.76
TARA_ARC_108_MAG_00139_000000000497_5	-
TARA_ARC_108_MAG_00139_000000000497_6	-
TARA_ARC_108_MAG_00139_000000000498_2	-
TARA_ARC_108_MAG_00139_000000000498_3	-
TARA_ARC_108_MAG_00139_000000000498_4	-
TARA_ARC_108_MAG_00139_000000000498_5	-
TARA_ARC_108_MAG_00139_000000000499_1	3.4.21.107
TARA_ARC_108_MAG_00139_000000000499_3	-
TARA_ARC_108_MAG_00139_000000000499_4	-
TARA_ARC_108_MAG_00139_000000000499_5	1.13.11.5
TARA_ARC_108_MAG_00139_000000000499_6	3.7.1.2
TARA_ARC_108_MAG_00139_000000000499_7	-
TARA_ARC_108_MAG_00139_000000000499_8	1.14.13.127
TARA_ARC_108_MAG_00139_000000000499_9	-
TARA_ARC_108_MAG_00139_000000000499_10	5.2.1.2,5.2.1.4
TARA_ARC_108_MAG_00139_000000000499_12	-
TARA_ARC_108_MAG_00139_000000000500_2	2.1.2.10
TARA_ARC_108_MAG_00139_000000000500_3	-
TARA_ARC_108_MAG_00139_000000000500_4	1.4.4.2
TARA_ARC_108_MAG_00139_000000000500_5	-
TARA_ARC_108_MAG_00139_000000000501_1	-
TARA_ARC_108_MAG_00139_000000000501_2	-
TARA_ARC_108_MAG_00139_000000000501_4	-
TARA_ARC_108_MAG_00139_000000000502_1	3.5.2.14
TARA_ARC_108_MAG_00139_000000000502_2	3.5.2.14
TARA_ARC_108_MAG_00139_000000000502_3	4.1.2.20
TARA_ARC_108_MAG_00139_000000000502_4	1.1.1.203
TARA_ARC_108_MAG_00139_000000000502_5	-
TARA_ARC_108_MAG_00139_000000000502_6	-
TARA_ARC_108_MAG_00139_000000000502_7	-
TARA_ARC_108_MAG_00139_000000000503_1	-
TARA_ARC_108_MAG_00139_000000000503_2	-
TARA_ARC_108_MAG_00139_000000000503_3	-
TARA_ARC_108_MAG_00139_000000000503_4	-
TARA_ARC_108_MAG_00139_000000000503_5	2.6.1.44,2.6.1.45,2.6.1.51
TARA_ARC_108_MAG_00139_000000000503_6	-
TARA_ARC_108_MAG_00139_000000000503_7	2.6.1.9
TARA_ARC_108_MAG_00139_000000000504_1	2.3.2.2,3.4.19.13
TARA_ARC_108_MAG_00139_000000000504_2	-
TARA_ARC_108_MAG_00139_000000000504_3	-
TARA_ARC_108_MAG_00139_000000000504_4	-
TARA_ARC_108_MAG_00139_000000000504_5	-
TARA_ARC_108_MAG_00139_000000000504_6	-
TARA_ARC_108_MAG_00139_000000000504_7	-
TARA_ARC_108_MAG_00139_000000000504_8	-
TARA_ARC_108_MAG_00139_000000000505_1	-
TARA_ARC_108_MAG_00139_000000000505_2	-
TARA_ARC_108_MAG_00139_000000000505_3	-
TARA_ARC_108_MAG_00139_000000000506_1	2.7.13.3
TARA_ARC_108_MAG_00139_000000000506_2	-
TARA_ARC_108_MAG_00139_000000000506_3	-
TARA_ARC_108_MAG_00139_000000000508_2	5.2.1.8
TARA_ARC_108_MAG_00139_000000000508_3	4.1.3.27
TARA_ARC_108_MAG_00139_000000000508_4	-
TARA_ARC_108_MAG_00139_000000000509_1	-
TARA_ARC_108_MAG_00139_000000000509_2	2.5.1.18
TARA_ARC_108_MAG_00139_000000000509_4	-
TARA_ARC_108_MAG_00139_000000000509_5	-
TARA_ARC_108_MAG_00139_000000000509_6	-
TARA_ARC_108_MAG_00139_000000000509_7	-
TARA_ARC_108_MAG_00139_000000000509_8	-
TARA_ARC_108_MAG_00139_000000000509_9	4.1.1.105,4.1.1.28
TARA_ARC_108_MAG_00139_000000000510_1	-
TARA_ARC_108_MAG_00139_000000000510_2	1.3.8.6
TARA_ARC_108_MAG_00139_000000000510_3	-
TARA_ARC_108_MAG_00139_000000000511_1	-
TARA_ARC_108_MAG_00139_000000000511_2	-
TARA_ARC_108_MAG_00139_000000000511_3	-
TARA_ARC_108_MAG_00139_000000000511_4	-
TARA_ARC_108_MAG_00139_000000000512_1	-
TARA_ARC_108_MAG_00139_000000000512_2	1.2.5.3
TARA_ARC_108_MAG_00139_000000000512_3	1.2.5.3
TARA_ARC_108_MAG_00139_000000000512_4	1.2.5.3
TARA_ARC_108_MAG_00139_000000000513_1	-
TARA_ARC_108_MAG_00139_000000000513_2	-
TARA_ARC_108_MAG_00139_000000000513_3	-
TARA_ARC_108_MAG_00139_000000000513_4	-
TARA_ARC_108_MAG_00139_000000000513_5	-
TARA_ARC_108_MAG_00139_000000000513_6	-
TARA_ARC_108_MAG_00139_000000000513_7	-
TARA_ARC_108_MAG_00139_000000000513_8	-
TARA_ARC_108_MAG_00139_000000000514_1	-
TARA_ARC_108_MAG_00139_000000000514_2	-
TARA_ARC_108_MAG_00139_000000000514_3	-
TARA_ARC_108_MAG_00139_000000000514_4	-
TARA_ARC_108_MAG_00139_000000000515_1	3.6.3.14
TARA_ARC_108_MAG_00139_000000000515_2	-
TARA_ARC_108_MAG_00139_000000000515_3	-
TARA_ARC_108_MAG_00139_000000000515_4	-
TARA_ARC_108_MAG_00139_000000000515_5	-
TARA_ARC_108_MAG_00139_000000000515_6	-
TARA_ARC_108_MAG_00139_000000000515_7	-
